seccion;Nombre;Edad media de la población;Porcentaje de población menor de 18 años;Porcentaje de población de 65 y más años;Población
2800101001;Acebeda. La;0;0;0;0
2800201001;Ajalvir;38.0;21.3;10.8;1875
2800201002;Ajalvir;37.1;22.3;9.9;2358
2800301001;Alameda del Valle;50.7;11.2;27.4;197
2800401001;Álamo. El;39.7;21.2;14.8;2459
2800401003;Álamo. El;36.4;26.3;11.7;1964
2800401004;Álamo. El;39.1;23.1;12.7;1414
2800401002;Álamo. El;39.5;21.8;15.0;3036
2800501006;Alcalá de Henares;45.2;15.6;22.5;1260
2800501011;Alcalá de Henares;47.4;13.7;28.3;1391
2800501003;Alcalá de Henares;42.0;13.8;16.1;1750
2800501012;Alcalá de Henares;43.6;14.9;20.3;1919
2800501014;Alcalá de Henares;47.1;11.7;26.2;1252
2800501017;Alcalá de Henares;46.3;12.1;25.1;985
2800501016;Alcalá de Henares;42.9;12.9;18.7;1172
2800501018;Alcalá de Henares;42.8;16.2;18.7;1225
2800501022;Alcalá de Henares;45.6;13.9;24.1;1819
2800501024;Alcalá de Henares;48.2;12.9;30.5;1352
2800501001;Alcalá de Henares;42.7;13.9;18.0;1642
2800501005;Alcalá de Henares;44.1;12.4;19.0;1234
2800501010;Alcalá de Henares;43.6;15.5;18.7;939
2800501020;Alcalá de Henares;43.6;14.1;20.6;1648
2800501021;Alcalá de Henares;50.4;8.8;31.5;1427
2800501007;Alcalá de Henares;48.0;12.0;29.6;1229
2800501009;Alcalá de Henares;46.9;11.6;26.8;1099
2800501013;Alcalá de Henares;44.7;14.7;23.4;940
2800501023;Alcalá de Henares;46.2;13.0;25.4;1282
2800501004;Alcalá de Henares;48.5;12.6;30.7;1301
2800501015;Alcalá de Henares;43.7;13.5;18.9;2267
2800501002;Alcalá de Henares;41.1;16.2;16.4;981
2800501008;Alcalá de Henares;49.5;12.1;36.0;792
2800503014;Alcalá de Henares;39.5;15.9;11.4;2923
2800503005;Alcalá de Henares;42.0;16.8;19.7;1068
2800503008;Alcalá de Henares;41.1;17.6;15.5;1255
2800503012;Alcalá de Henares;42.1;15.7;15.7;1391
2800503016;Alcalá de Henares;34.7;29.1;5.8;2292
2800503002;Alcalá de Henares;44.8;16.2;27.6;1229
2800503004;Alcalá de Henares;43.4;17.8;20.1;1474
2800503007;Alcalá de Henares;42.9;16.2;16.7;2225
2800503015;Alcalá de Henares;34.6;29.5;6.4;2304
2800503003;Alcalá de Henares;43.2;16.0;20.0;1311
2800503006;Alcalá de Henares;43.6;15.0;22.0;1599
2800503017;Alcalá de Henares;33.0;32.1;5.2;2167
2800503001;Alcalá de Henares;41.4;16.0;14.5;1611
2800503009;Alcalá de Henares;44.4;15.0;22.2;1476
2800503011;Alcalá de Henares;46.4;13.1;26.1;1476
2800503013;Alcalá de Henares;32.4;31.7;3.9;1610
2800504007;Alcalá de Henares;34.6;29.1;6.8;2614
2800504015;Alcalá de Henares;34.9;25.2;7.6;1184
2800504016;Alcalá de Henares;36.9;26.5;7.6;1558
2800504009;Alcalá de Henares;34.2;29.9;4.9;2157
2800504010;Alcalá de Henares;35.3;27.1;6.4;2427
2800504005;Alcalá de Henares;34.6;30.0;5.9;1862
2800504006;Alcalá de Henares;34.6;30.8;5.1;2059
2800504012;Alcalá de Henares;34.0;27.8;5.6;1788
2800504014;Alcalá de Henares;35.5;26.0;5.0;1918
2800504002;Alcalá de Henares;38.9;22.0;10.4;1573
2800504001;Alcalá de Henares;34.4;25.1;7.2;2843
2800504004;Alcalá de Henares;38.4;21.4;7.1;1339
2800504011;Alcalá de Henares;34.4;30.6;6.2;2468
2800504003;Alcalá de Henares;38.9;20.5;9.9;1886
2800504008;Alcalá de Henares;36.2;26.8;7.5;2138
2800504013;Alcalá de Henares;34.4;30.4;6.4;2045
2800504017;Alcalá de Henares;29.8;23.1;1.4;3761
2800505006;Alcalá de Henares;49.0;9.4;31.0;855
2800505009;Alcalá de Henares;41.9;15.4;16.4;1296
2800505019;Alcalá de Henares;48.0;13.0;33.5;738
2800505020;Alcalá de Henares;46.2;12.1;25.0;1715
2800505027;Alcalá de Henares;45.8;12.9;25.2;775
2800505005;Alcalá de Henares;48.5;12.8;32.2;1253
2800505030;Alcalá de Henares;45.3;12.2;21.3;724
2800505010;Alcalá de Henares;46.3;13.6;28.8;767
2800505015;Alcalá de Henares;44.8;12.4;19.9;1410
2800505026;Alcalá de Henares;43.5;14.2;20.1;1546
2800505029;Alcalá de Henares;44.8;13.5;20.0;1796
2800505004;Alcalá de Henares;48.1;13.1;33.1;1273
2800505016;Alcalá de Henares;46.8;12.1;26.3;963
2800505018;Alcalá de Henares;44.3;15.2;20.9;1045
2800505021;Alcalá de Henares;43.5;14.5;19.0;1889
2800505023;Alcalá de Henares;45.4;12.6;21.8;1694
2800505031;Alcalá de Henares;42.5;15.9;14.2;768
2800505032;Alcalá de Henares;41.6;15.3;11.8;1533
2800505001;Alcalá de Henares;43.7;15.2;19.9;1236
2800505008;Alcalá de Henares;45.0;14.6;23.4;994
2800505011;Alcalá de Henares;45.3;16.3;28.0;1388
2800505013;Alcalá de Henares;47.2;14.2;27.0;1068
2800505022;Alcalá de Henares;42.3;15.2;15.6;1954
2800505002;Alcalá de Henares;46.8;13.1;28.2;1712
2800505003;Alcalá de Henares;49.4;11.3;31.3;1579
2800505014;Alcalá de Henares;42.3;15.2;16.0;2237
2800505007;Alcalá de Henares;43.7;15.6;19.1;1926
2800505012;Alcalá de Henares;43.9;15.2;21.8;1862
2800505017;Alcalá de Henares;44.7;14.0;22.7;1741
2800505028;Alcalá de Henares;44.9;12.2;20.3;1111
2800505024;Alcalá de Henares;46.4;12.4;24.6;1565
2800505025;Alcalá de Henares;44.8;13.3;23.5;1416
2800502018;Alcalá de Henares;43.6;14.6;20.6;1771
2800502019;Alcalá de Henares;43.9;16.9;21.4;2103
2800502024;Alcalá de Henares;42.0;16.7;18.6;1634
2800502026;Alcalá de Henares;44.3;14.5;23.2;1734
2800502027;Alcalá de Henares;39.6;18.1;12.0;1587
2800502029;Alcalá de Henares;40.6;18.6;9.1;1407
2800502037;Alcalá de Henares;39.7;18.5;12.4;1093
2800502007;Alcalá de Henares;40.0;19.6;15.8;1884
2800502016;Alcalá de Henares;41.8;15.7;14.2;1365
2800502025;Alcalá de Henares;41.0;18.6;16.3;1525
2800502031;Alcalá de Henares;42.5;15.3;11.9;1800
2800502034;Alcalá de Henares;41.0;17.2;13.5;1549
2800502001;Alcalá de Henares;49.3;12.9;33.5;1270
2800502006;Alcalá de Henares;41.0;18.1;15.2;1731
2800502014;Alcalá de Henares;43.6;16.4;20.3;964
2800502020;Alcalá de Henares;42.2;16.0;17.4;1946
2800502022;Alcalá de Henares;43.5;16.5;19.7;1221
2800502030;Alcalá de Henares;41.3;17.6;13.0;1013
2800502033;Alcalá de Henares;40.6;18.2;12.3;1410
2800502035;Alcalá de Henares;40.2;18.2;12.0;1807
2800502003;Alcalá de Henares;45.1;15.0;22.2;1444
2800502010;Alcalá de Henares;41.2;17.6;18.7;1395
2800502012;Alcalá de Henares;42.5;19.1;21.6;1147
2800502017;Alcalá de Henares;39.0;19.1;8.5;1139
2800502002;Alcalá de Henares;47.8;11.4;27.7;1040
2800502013;Alcalá de Henares;44.2;17.8;25.0;779
2800502023;Alcalá de Henares;43.6;17.2;26.7;1111
2800502032;Alcalá de Henares;42.9;14.2;15.2;1384
2800502021;Alcalá de Henares;41.8;18.0;17.9;1617
2800502028;Alcalá de Henares;40.3;18.4;11.9;1809
2800502036;Alcalá de Henares;41.4;16.6;13.7;1762
2800502004;Alcalá de Henares;42.9;18.8;22.9;1374
2800502005;Alcalá de Henares;42.9;18.3;25.3;1276
2800502008;Alcalá de Henares;35.7;20.7;5.6;2435
2800502009;Alcalá de Henares;43.4;15.8;23.4;753
2800502011;Alcalá de Henares;40.0;22.4;19.1;1302
2800502015;Alcalá de Henares;46.1;14.9;27.3;798
2800601001;Alcobendas;41.7;17.5;18.9;1752
2800601017;Alcobendas;42.9;17.0;23.6;1159
2800601025;Alcobendas;46.1;13.4;28.4;1703
2800601045;Alcobendas;42.1;17.4;17.1;1669
2800601050;Alcobendas;38.3;20.3;7.2;1766
2800601058;Alcobendas;38.2;17.8;6.0;1444
2800601059;Alcobendas;32.9;34.2;6.0;3177
2800601062;Alcobendas;28.5;29.7;1.7;1832
2800601004;Alcobendas;40.2;15.8;15.2;2607
2800601006;Alcobendas;41.6;15.7;17.8;1476
2800601008;Alcobendas;41.7;17.3;20.3;1885
2800601019;Alcobendas;44.0;15.1;21.0;709
2800601047;Alcobendas;43.1;17.3;22.1;1015
2800601051;Alcobendas;36.6;22.9;5.8;2278
2800601060;Alcobendas;39.2;17.8;13.8;1025
2800601063;Alcobendas;31.4;29.5;3.2;2065
2800601009;Alcobendas;41.4;16.5;18.7;2505
2800601027;Alcobendas;43.5;15.0;22.1;2366
2800601028;Alcobendas;46.0;13.4;26.3;1670
2800601034;Alcobendas;38.1;26.1;15.1;1427
2800601041;Alcobendas;36.5;28.3;11.5;2278
2800601043;Alcobendas;41.5;15.9;18.5;1167
2800601046;Alcobendas;43.6;12.1;20.5;884
2800601003;Alcobendas;40.4;15.5;15.8;1746
2800601015;Alcobendas;42.8;16.4;22.5;1803
2800601024;Alcobendas;45.9;13.6;27.6;1219
2800601030;Alcobendas;45.4;14.2;24.8;2140
2800601039;Alcobendas;37.5;26.5;14.4;2739
2800601055;Alcobendas;32.1;33.0;4.1;2268
2800601011;Alcobendas;41.7;16.7;19.6;797
2800601013;Alcobendas;46.4;15.0;29.3;1682
2800601016;Alcobendas;42.0;16.9;19.0;1545
2800601022;Alcobendas;46.6;12.4;29.2;1553
2800601023;Alcobendas;46.1;12.8;24.5;1985
2800601033;Alcobendas;38.0;25.7;14.6;2207
2800601052;Alcobendas;39.6;16.9;8.9;1324
2800601002;Alcobendas;39.6;17.2;14.7;2469
2800601005;Alcobendas;40.7;16.1;17.9;889
2800601020;Alcobendas;44.4;14.3;24.7;930
2800601021;Alcobendas;45.1;12.7;22.5;1590
2800601032;Alcobendas;43.6;13.8;18.7;2135
2800601035;Alcobendas;41.2;21.3;19.5;897
2800601042;Alcobendas;43.4;15.1;21.3;1381
2800601044;Alcobendas;41.4;16.9;14.3;1775
2800601054;Alcobendas;32.9;29.3;4.2;2090
2800601056;Alcobendas;34.5;28.7;6.8;1802
2800601061;Alcobendas;32.4;28.0;2.8;1074
2800601066;Alcobendas;35.8;23.2;7.4;2409
2800601007;Alcobendas;44.1;15.6;25.8;1767
2800601014;Alcobendas;43.9;15.1;22.9;1659
2800601018;Alcobendas;42.0;17.0;20.3;1811
2800601029;Alcobendas;46.2;14.1;30.4;1297
2800601036;Alcobendas;40.6;20.7;17.4;2082
2800601048;Alcobendas;41.0;23.4;20.5;2200
2800601049;Alcobendas;41.3;14.3;12.3;1778
2800601053;Alcobendas;39.1;21.9;11.5;2235
2800601012;Alcobendas;44.6;16.1;29.1;1129
2800601026;Alcobendas;44.6;17.3;25.7;1089
2800601031;Alcobendas;45.1;13.7;23.2;1642
2800601037;Alcobendas;35.0;28.5;8.5;1384
2800601038;Alcobendas;40.4;17.2;13.2;1665
2800601040;Alcobendas;40.9;20.4;19.5;1862
2800601057;Alcobendas;36.3;27.1;8.3;1888
2800601064;Alcobendas;29.8;27.5;2.5;1987
2800601065;Alcobendas;39.2;17.5;7.7;1402
2800601067;Alcobendas;36.2;29.7;10.1;1327
2800601068;Alcobendas;34.4;31.2;8.3;1114
2800704004;Alcorcón;43.8;17.5;24.5;1385
2800704005;Alcorcón;44.3;15.9;24.4;1165
2800704014;Alcorcón;47.2;13.9;28.8;962
2800704016;Alcorcón;50.5;11.5;37.0;1238
2800704019;Alcorcón;51.6;10.3;40.1;1009
2800704020;Alcorcón;46.1;15.7;29.1;1679
2800704035;Alcorcón;31.1;25.9;2.5;2320
2800704018;Alcorcón;46.6;14.3;26.7;1575
2800704027;Alcorcón;34.5;30.8;6.3;2862
2800704028;Alcorcón;37.0;26.0;8.5;2608
2800704029;Alcorcón;45.6;12.4;20.9;975
2800704033;Alcorcón;30.6;27.9;2.6;2433
2800704001;Alcorcón;44.8;15.5;25.8;938
2800704011;Alcorcón;45.7;15.8;27.0;1380
2800704012;Alcorcón;47.6;14.6;32.0;1079
2800704021;Alcorcón;44.8;16.1;24.2;1276
2800704023;Alcorcón;41.6;16.9;14.3;1897
2800704026;Alcorcón;36.4;27.7;8.4;2135
2800704034;Alcorcón;32.3;23.0;3.1;2223
2800704015;Alcorcón;47.1;11.8;24.3;1537
2800704022;Alcorcón;48.2;14.1;32.3;1121
2800704031;Alcorcón;31.8;26.0;3.9;1681
2800704002;Alcorcón;42.7;20.7;23.2;1056
2800704025;Alcorcón;37.7;24.2;7.9;2409
2800704032;Alcorcón;32.2;25.2;3.6;1900
2800704017;Alcorcón;45.9;16.3;28.6;1100
2800704030;Alcorcón;31.5;27.1;3.3;2665
2800704003;Alcorcón;42.0;17.8;20.1;1380
2800704006;Alcorcón;48.0;12.8;32.4;870
2800704007;Alcorcón;48.6;11.4;30.6;1723
2800704008;Alcorcón;47.8;12.2;28.0;1675
2800704009;Alcorcón;45.4;15.0;27.5;1591
2800704010;Alcorcón;44.6;15.1;24.4;819
2800704013;Alcorcón;46.0;14.6;28.2;1311
2800704024;Alcorcón;40.0;21.2;11.9;1559
2800701015;Alcorcón;42.3;17.2;19.2;1084
2800701016;Alcorcón;35.3;26.3;6.7;2943
2800701019;Alcorcón;33.3;28.3;4.9;1773
2800701020;Alcorcón;30.0;34.2;2.2;2801
2800701005;Alcorcón;45.3;15.4;26.0;1602
2800701001;Alcorcón;46.0;13.0;24.2;1257
2800701003;Alcorcón;47.3;12.9;30.4;1430
2800701006;Alcorcón;44.3;13.8;22.1;897
2800701010;Alcorcón;44.0;15.1;23.0;1494
2800701013;Alcorcón;43.4;16.1;21.8;1126
2800701002;Alcorcón;42.6;17.0;19.9;1887
2800701008;Alcorcón;44.6;16.2;24.5;1961
2800701012;Alcorcón;42.8;15.7;19.7;1371
2800701017;Alcorcón;32.8;33.2;4.2;2086
2800701018;Alcorcón;32.5;28.2;5.0;1487
2800701007;Alcorcón;42.5;17.6;20.6;1475
2800701004;Alcorcón;43.8;14.2;21.3;1406
2800701011;Alcorcón;44.7;15.3;25.2;1487
2800701014;Alcorcón;44.0;13.3;21.3;902
2800702001;Alcorcón;50.5;12.4;38.4;993
2800702004;Alcorcón;50.9;13.1;40.7;1060
2800702023;Alcorcón;52.8;13.0;42.2;749
2800702025;Alcorcón;50.6;12.7;39.8;850
2800702008;Alcorcón;50.9;13.5;40.9;694
2800702010;Alcorcón;49.9;13.4;36.5;916
2800702015;Alcorcón;43.1;17.8;18.8;1795
2800702026;Alcorcón;51.0;13.3;36.7;618
2800702027;Alcorcón;47.8;12.7;27.8;1141
2800702029;Alcorcón;48.6;14.2;36.0;1267
2800702030;Alcorcón;39.3;22.7;11.1;1104
2800702016;Alcorcón;44.2;17.9;23.4;2084
2800702024;Alcorcón;52.0;12.2;39.7;778
2800702035;Alcorcón;35.6;30.3;7.1;2258
2800702002;Alcorcón;51.4;12.7;38.7;773
2800702003;Alcorcón;50.7;12.1;38.9;1377
2800702006;Alcorcón;50.1;14.7;38.3;1500
2800702013;Alcorcón;46.9;14.7;26.2;1262
2800702021;Alcorcón;49.5;12.8;35.1;1702
2800702028;Alcorcón;45.7;15.8;25.2;1341
2800702034;Alcorcón;33.7;32.1;4.5;2706
2800702007;Alcorcón;48.0;14.7;31.7;713
2800702011;Alcorcón;52.7;9.8;39.5;1185
2800702031;Alcorcón;40.0;19.4;12.2;1650
2800702017;Alcorcón;50.1;13.4;36.0;1304
2800702033;Alcorcón;36.8;23.4;5.6;1950
2800702005;Alcorcón;51.1;11.9;38.6;1232
2800702019;Alcorcón;37.9;23.7;9.5;1697
2800702032;Alcorcón;36.5;26.9;5.8;1664
2800702036;Alcorcón;41.2;20.0;15.4;849
2800702009;Alcorcón;49.6;13.3;36.2;1209
2800702012;Alcorcón;46.3;15.7;25.8;1099
2800702014;Alcorcón;48.9;14.0;30.9;1420
2800702020;Alcorcón;46.9;14.2;27.5;1281
2800702022;Alcorcón;49.9;13.2;34.7;1649
2800702037;Alcorcón;38.4;22.4;8.9;1266
2800702038;Alcorcón;33.9;33.7;6.7;1947
2800703018;Alcorcón;48.6;12.7;34.5;1404
2800703016;Alcorcón;45.8;15.2;26.6;1227
2800703024;Alcorcón;47.6;13.7;32.6;1127
2800703010;Alcorcón;44.8;15.9;26.3;1362
2800703023;Alcorcón;49.9;11.1;34.6;820
2800703025;Alcorcón;49.9;11.2;38.2;1137
2800703027;Alcorcón;49.0;12.4;34.4;764
2800703006;Alcorcón;44.8;15.9;24.8;944
2800703007;Alcorcón;45.8;14.6;26.3;949
2800703012;Alcorcón;49.5;11.7;34.0;1717
2800703017;Alcorcón;48.4;12.7;33.1;1253
2800703020;Alcorcón;50.4;12.3;38.8;1129
2800703011;Alcorcón;50.7;9.5;38.3;809
2800703014;Alcorcón;46.9;11.8;26.0;1302
2800703021;Alcorcón;47.3;14.8;31.8;1303
2800703022;Alcorcón;50.2;10.7;37.0;792
2800703001;Alcorcón;46.2;14.6;28.0;1835
2800703002;Alcorcón;47.8;13.7;31.6;1130
2800703004;Alcorcón;45.0;15.1;26.4;1242
2800703005;Alcorcón;49.8;11.0;35.3;1346
2800703015;Alcorcón;46.3;13.7;26.2;1244
2800703009;Alcorcón;49.0;13.6;36.7;1206
2800703013;Alcorcón;45.7;14.8;25.0;1368
2800703019;Alcorcón;47.3;13.3;30.9;1626
2800703003;Alcorcón;49.8;12.9;37.1;819
2800703008;Alcorcón;44.8;16.4;26.2;928
2800703026;Alcorcón;47.6;11.8;26.4;861
2800703028;Alcorcón;49.9;11.9;36.5;606
2800703029;Alcorcón;42.5;15.7;18.6;971
2800801001;Aldea del Fresno;41.6;18.7;17.4;2661
2800901007;Algete;38.9;20.7;12.0;2047
2800901009;Algete;37.2;21.8;7.0;2257
2800901006;Algete;38.0;21.5;11.2;1510
2800901004;Algete;38.6;22.2;11.7;1741
2800901003;Algete;39.4;20.3;13.1;1972
2800901005;Algete;40.0;18.6;11.6;2266
2800901002;Algete;38.7;19.7;9.1;2782
2800901008;Algete;35.6;27.3;7.6;2839
2800901001;Algete;41.1;25.2;20.8;2860
2801001001;Alpedrete;37.6;23.6;10.1;2499
2801001005;Alpedrete;37.1;26.7;9.2;1889
2801001003;Alpedrete;40.4;21.8;15.8;2339
2801001004;Alpedrete;39.9;21.7;14.2;1648
2801001002;Alpedrete;39.2;21.6;13.0;2305
2801001006;Alpedrete;36.6;26.3;8.6;1330
2801001007;Alpedrete;40.9;20.5;14.9;1183
2801001008;Alpedrete;41.7;21.1;17.9;1158
2801101001;Ambite;45.9;15.5;22.5;561
2801201001;Anchuelo;38.9;20.3;13.0;1266
2801304005;Aranjuez;32.2;30.1;5.6;3500
2801304003;Aranjuez;42.9;19.1;18.8;1412
2801304002;Aranjuez;44.8;15.6;22.0;1387
2801304001;Aranjuez;45.8;13.0;23.5;914
2801304004;Aranjuez;31.9;32.4;4.8;2874
2801303003;Aranjuez;40.9;19.3;15.6;2532
2801303007;Aranjuez;34.3;28.7;7.7;1682
2801303009;Aranjuez;36.1;26.2;7.8;1223
2801303008;Aranjuez;39.6;19.1;10.7;1284
2801303002;Aranjuez;40.2;21.3;16.1;2531
2801303005;Aranjuez;43.7;15.3;21.4;1784
2801303006;Aranjuez;43.1;17.8;23.5;1723
2801303001;Aranjuez;41.5;17.9;17.4;1137
2801303004;Aranjuez;47.0;14.7;28.1;1472
2801303010;Aranjuez;34.1;28.4;7.6;2315
2801301001;Aranjuez;43.9;15.4;20.7;1529
2801301002;Aranjuez;44.4;16.3;23.0;2168
2801301005;Aranjuez;39.0;21.3;14.0;1522
2801301003;Aranjuez;44.2;15.3;21.2;1518
2801301007;Aranjuez;40.2;19.1;13.6;1188
2801301008;Aranjuez;34.0;25.1;6.7;2218
2801301004;Aranjuez;41.5;20.5;19.8;1139
2801301006;Aranjuez;40.5;21.3;18.9;1020
2801301009;Aranjuez;39.3;23.3;14.5;1640
2801302002;Aranjuez;42.8;18.1;19.5;2056
2801302005;Aranjuez;40.2;20.9;16.6;2324
2801302001;Aranjuez;42.8;16.0;19.3;1252
2801302008;Aranjuez;41.9;18.1;18.1;2053
2801302003;Aranjuez;42.0;17.3;18.4;2590
2801302004;Aranjuez;42.1;16.1;16.6;1340
2801302006;Aranjuez;41.2;18.5;17.7;2046
2801302007;Aranjuez;38.0;23.3;10.8;2758
2801401010;Arganda del Rey;41.4;15.5;13.0;2383
2801401005;Arganda del Rey;39.0;18.8;13.4;2287
2801401009;Arganda del Rey;42.5;16.7;18.7;2244
2801401012;Arganda del Rey;38.7;18.3;12.1;2388
2801401013;Arganda del Rey;33.9;21.4;6.8;3356
2801401014;Arganda del Rey;43.0;14.5;16.4;1437
2801401018;Arganda del Rey;40.5;17.3;14.4;1642
2801401019;Arganda del Rey;40.1;18.2;12.8;1878
2801401020;Arganda del Rey;37.8;23.2;9.8;2151
2801401024;Arganda del Rey;30.6;34.2;3.4;2585
2801401001;Arganda del Rey;41.0;15.5;15.6;1577
2801401016;Arganda del Rey;40.7;15.2;11.4;1358
2801401002;Arganda del Rey;41.7;18.4;20.1;1991
2801401023;Arganda del Rey;34.7;25.4;7.0;1867
2801401006;Arganda del Rey;43.5;15.5;23.2;813
2801401007;Arganda del Rey;41.5;16.6;16.6;1550
2801401011;Arganda del Rey;34.9;26.3;7.7;1612
2801401026;Arganda del Rey;31.4;31.0;3.6;3070
2801401004;Arganda del Rey;42.2;17.6;19.4;1718
2801401008;Arganda del Rey;41.8;17.3;16.4;1443
2801401015;Arganda del Rey;40.8;17.2;11.7;1818
2801401021;Arganda del Rey;37.2;25.2;9.9;2556
2801401022;Arganda del Rey;31.9;31.0;4.6;2613
2801401003;Arganda del Rey;43.4;15.1;19.3;1661
2801401017;Arganda del Rey;36.3;25.1;7.6;2474
2801401025;Arganda del Rey;33.4;28.7;6.2;2890
2801501005;Arroyomolinos;33.7;27.7;4.5;1980
2801501006;Arroyomolinos;31.4;29.6;3.8;2157
2801501013;Arroyomolinos;32.1;28.9;5.8;1639
2801501001;Arroyomolinos;42.2;16.1;15.9;985
2801501004;Arroyomolinos;35.0;26.6;6.1;1983
2801501009;Arroyomolinos;29.4;34.2;3.0;2732
2801501011;Arroyomolinos;28.9;34.2;2.0;3161
2801501012;Arroyomolinos;30.6;28.7;4.5;1896
2801501002;Arroyomolinos;39.3;20.6;10.9;1965
2801501007;Arroyomolinos;30.7;32.7;3.2;2562
2801501008;Arroyomolinos;29.2;33.9;2.7;3209
2801501003;Arroyomolinos;39.0;19.6;10.6;1772
2801501014;Arroyomolinos;31.4;33.5;4.3;1229
2801501010;Arroyomolinos;31.5;33.2;4.2;2501
2801601001;Atazar. El;0;0;0;0
2801701001;Batres;41.3;19.2;13.8;1634
2801801001;Becerril de la Sierra;40.7;21.1;15.8;2759
2801801002;Becerril de la Sierra;40.2;20.5;13.7;2772
2801901001;Belmonte de Tajo;41.7;17.7;16.6;1621
2802101001;Berrueco. El;41.2;19.4;15.6;649
2802001001;Berzosa del Lozoya;47.9;11.1;22.9;144
2802201002;Boadilla del Monte;47.3;16.6;32.0;802
2802201022;Boadilla del Monte;39.0;23.2;13.6;1557
2802201025;Boadilla del Monte;31.0;34.2;3.6;2489
2802201007;Boadilla del Monte;36.4;24.9;9.6;1921
2802201008;Boadilla del Monte;39.6;17.2;11.9;1206
2802201014;Boadilla del Monte;34.3;33.1;6.5;1814
2802201017;Boadilla del Monte;34.9;29.1;6.3;2192
2802201021;Boadilla del Monte;34.9;30.6;6.8;2039
2802201023;Boadilla del Monte;34.8;31.7;6.2;1769
2802201003;Boadilla del Monte;42.2;19.5;19.5;2438
2802201004;Boadilla del Monte;43.4;19.5;23.6;2087
2802201010;Boadilla del Monte;38.2;26.2;15.5;2677
2802201013;Boadilla del Monte;32.9;33.4;5.5;2975
2802201015;Boadilla del Monte;33.7;33.4;6.1;2367
2802201016;Boadilla del Monte;33.0;34.2;4.9;2048
2802201018;Boadilla del Monte;33.3;32.7;5.2;1819
2802201019;Boadilla del Monte;36.4;26.7;9.6;1990
2802201020;Boadilla del Monte;31.9;34.2;4.5;2647
2802201006;Boadilla del Monte;39.6;19.8;13.4;1737
2802201011;Boadilla del Monte;36.3;22.0;9.3;1254
2802201001;Boadilla del Monte;41.4;17.5;16.9;1921
2802201005;Boadilla del Monte;46.4;14.2;25.4;1356
2802201009;Boadilla del Monte;40.6;21.8;19.8;872
2802201012;Boadilla del Monte;35.1;31.3;8.3;2292
2802201024;Boadilla del Monte;32.7;33.8;4.2;1792
2802201026;Boadilla del Monte;34.6;29.5;6.5;1330
2802201027;Boadilla del Monte;29.7;33.1;3.4;1892
2802301001;Boalo. El;38.0;25.2;11.5;2343
2802301002;Boalo. El;39.2;23.3;13.7;1772
2802301003;Boalo. El;38.5;24.4;11.2;1817
2802301004;Boalo. El;37.0;25.1;10.3;1440
2802401001;Braojos;42.6;13.3;16.7;203
2802501001;Brea de Tajo;47.8;14.8;28.5;492
2802601004;Brunete;35.7;25.6;7.7;2320
2802601005;Brunete;37.9;21.8;11.1;2838
2802601002;Brunete;37.3;22.4;9.5;1785
2802601003;Brunete;40.3;21.4;15.3;1606
2802601001;Brunete;38.5;21.8;13.1;1806
2802701001;Buitrago del Lozoya;41.2;20.2;17.0;1722
2802801001;Bustarviejo;41.2;20.0;14.4;2468
2802901001;Cabanillas de la Sierra;42.5;20.1;16.8;690
2803001001;Cabrera. La;41.1;18.4;15.4;2569
2803101001;Cadalso de los Vidrios;43.4;16.9;20.9;1342
2803101002;Cadalso de los Vidrios;41.4;19.2;19.1;1611
2803201002;Camarma de Esteruelas;38.4;22.6;13.2;2053
2803201001;Camarma de Esteruelas;34.4;27.5;7.0;2844
2803201003;Camarma de Esteruelas;38.8;23.1;11.5;2305
2803301001;Campo Real;35.5;24.5;7.7;1820
2803301002;Campo Real;40.1;19.4;13.4;2478
2803301003;Campo Real;37.2;22.5;10.3;1692
2803401001;Canencia;50.4;12.6;27.3;444
2803501001;Carabaña;41.7;19.5;18.1;1932
2803601001;Casarrubuelos;38.9;21.1;11.7;1899
2803601002;Casarrubuelos;33.7;28.3;5.3;1789
2803701001;Cenicientos;46.9;14.3;26.6;1074
2803701002;Cenicientos;44.2;17.5;21.8;859
2803801001;Cercedilla;42.5;16.5;18.7;2903
2803801003;Cercedilla;40.9;20.1;14.1;2427
2803801002;Cercedilla;41.7;18.3;14.8;1515
2803901001;Cervera de Buitrago;50.9;11.2;30.9;152
2805101001;Chapinería;40.8;21.6;16.5;2172
2805201003;Chinchón;43.9;15.8;20.3;1139
2805201001;Chinchón;41.7;18.4;16.6;1997
2805201002;Chinchón;43.6;17.2;19.6;2085
2804003002;Ciempozuelos;38.4;19.9;10.8;2438
2804003001;Ciempozuelos;35.7;22.0;8.1;2327
2804001003;Ciempozuelos;39.2;19.5;12.0;1548
2804001001;Ciempozuelos;37.9;22.6;9.5;674
2804001002;Ciempozuelos;39.7;19.5;14.3;1435
2804002004;Ciempozuelos;34.5;25.9;5.6;2827
2804002005;Ciempozuelos;37.4;20.8;10.2;2179
2804002002;Ciempozuelos;38.5;22.3;14.5;1432
2804002001;Ciempozuelos;41.2;20.3;16.8;2586
2804002006;Ciempozuelos;33.4;29.4;5.0;2198
2804002003;Ciempozuelos;40.2;18.5;14.6;2784
2804101003;Cobeña;33.8;28.7;6.5;2511
2804101002;Cobeña;36.8;22.6;7.0;2698
2804101001;Cobeña;35.9;27.7;9.0;1985
2804601002;Collado Mediano;39.8;21.6;13.1;1949
