seccion;Nombre;Edad media de la población;Porcentaje de población menor de 18 años;Porcentaje de población de 65 y más años;Población
2808002001;Majadahonda;44.3;15.7;22.7;1716
2808002002;Majadahonda;43.1;17.2;21.1;1504
2808002019;Majadahonda;40.4;19.8;18.2;919
2808002006;Majadahonda;43.8;14.1;20.5;1270
2808002013;Majadahonda;40.8;18.2;18.2;1525
2808002020;Majadahonda;35.3;29.8;8.0;1566
2808002027;Majadahonda;31.7;30.4;4.5;3095
2808002016;Majadahonda;42.4;17.1;18.7;1126
2808002021;Majadahonda;33.8;32.4;7.9;1554
2808201004;Manzanares el Real;38.7;21.7;11.0;1755
2808201001;Manzanares el Real;39.8;21.6;13.2;2047
2808201002;Manzanares el Real;38.6;21.6;12.9;2447
2808201003;Manzanares el Real;38.1;23.4;10.2;2318
2808301003;Meco;32.9;26.9;5.7;3444
2808301001;Meco;36.5;22.9;9.5;2529
2808301002;Meco;35.5;22.2;6.3;2693
2808301005;Meco;38.2;21.7;8.2;2485
2808301004;Meco;38.3;22.6;8.1;2753
2808401007;Mejorada del Campo;36.6;23.2;7.5;1838
2808401004;Mejorada del Campo;41.3;16.8;15.0;2434
2808401008;Mejorada del Campo;40.6;16.9;10.8;1558
2808401005;Mejorada del Campo;39.9;17.8;13.4;2142
2808401010;Mejorada del Campo;36.9;22.9;9.2;1301
2808401006;Mejorada del Campo;39.2;17.6;9.9;1698
2808401009;Mejorada del Campo;31.9;29.8;4.3;2284
2808401003;Mejorada del Campo;39.7;20.3;14.7;2172
2808401001;Mejorada del Campo;39.4;21.6;13.8;2727
2808401002;Mejorada del Campo;39.3;18.8;12.7;2525
2808401011;Mejorada del Campo;37.4;21.9;8.1;2438
2808501003;Miraflores de la Sierra;41.5;18.5;12.6;1352
2808501001;Miraflores de la Sierra;41.3;19.2;16.5;2665
2808501002;Miraflores de la Sierra;40.0;20.4;13.2;1869
2808601002;Molar. El;39.0;21.2;12.3;3325
2808601001;Molar. El;36.5;23.0;10.0;2657
2808601003;Molar. El;37.4;20.9;9.9;2528
2808701001;Molinos. Los;40.5;19.3;13.5;2314
2808701002;Molinos. Los;44.7;16.0;20.6;1951
2808801001;Montejo de la Sierra;45.4;19.4;22.4;299
2808901002;Moraleja de Enmedio;39.6;20.5;14.6;1853
2808901001;Moraleja de Enmedio;38.0;20.6;8.0;1380
2808901003;Moraleja de Enmedio;37.6;23.0;10.3;1769
2809001005;Moralzarzal;38.9;23.9;13.2;2023
2809001001;Moralzarzal;39.1;22.2;12.3;2544
2809001002;Moralzarzal;39.5;22.8;13.8;2596
2809001003;Moralzarzal;39.9;21.3;12.6;2756
2809001004;Moralzarzal;37.3;25.9;9.1;2631
2809102001;Morata de Tajuña;39.8;19.3;15.1;2223
2809102002;Morata de Tajuña;38.2;22.4;11.9;2003
2809101001;Morata de Tajuña;39.5;19.4;13.6;1766
2809101002;Morata de Tajuña;42.7;16.5;19.1;1254
2809202018;Móstoles;41.2;17.1;16.9;1134
2809202024;Móstoles;49.4;10.0;33.5;1334
2809202030;Móstoles;45.2;14.5;24.9;868
2809202009;Móstoles;46.3;13.8;25.9;1129
2809202019;Móstoles;44.3;13.5;21.1;1100
2809202025;Móstoles;47.6;12.1;29.8;1320
2809202036;Móstoles;47.7;11.6;31.2;1063
2809202007;Móstoles;41.8;17.4;16.6;1389
2809202021;Móstoles;47.5;10.8;24.7;1677
2809202001;Móstoles;43.5;14.7;20.5;1923
2809202003;Móstoles;43.8;14.9;21.5;1280
2809202004;Móstoles;43.1;17.4;23.1;1209
2809202012;Móstoles;42.6;15.2;19.3;1069
2809202014;Móstoles;44.8;15.0;24.7;1609
2809202022;Móstoles;49.7;11.2;32.4;1103
2809202026;Móstoles;47.3;11.9;28.4;1315
2809202034;Móstoles;36.4;25.2;8.7;2148
2809202037;Móstoles;45.7;13.3;24.9;1092
2809202038;Móstoles;38.0;21.7;9.1;2624
2809202006;Móstoles;45.0;14.6;24.6;1468
2809202010;Móstoles;40.8;20.2;19.0;955
2809202011;Móstoles;46.7;11.7;26.7;1168
2809202013;Móstoles;47.9;10.4;28.7;1321
2809202029;Móstoles;46.5;13.2;27.6;1844
2809202033;Móstoles;43.6;15.7;20.8;1289
2809202020;Móstoles;45.3;13.5;19.2;1479
2809202028;Móstoles;47.2;13.7;29.2;1878
2809202035;Móstoles;43.1;14.2;17.3;1307
2809202039;Móstoles;42.7;15.6;16.2;789
2809202002;Móstoles;43.6;14.8;22.9;1190
2809202008;Móstoles;46.3;13.9;25.5;1578
2809202017;Móstoles;44.5;13.3;20.0;1983
2809202031;Móstoles;47.8;12.8;29.8;1039
2809202015;Móstoles;46.5;11.7;23.8;1154
2809202016;Móstoles;46.4;13.3;27.5;1464
2809202023;Móstoles;48.0;12.8;32.1;1331
2809202032;Móstoles;41.7;15.6;14.5;1453
2809201005;Móstoles;45.3;12.5;25.1;1165
2809201012;Móstoles;41.2;16.5;13.4;2377
2809201018;Móstoles;38.3;23.6;12.6;1871
2809201001;Móstoles;43.6;15.9;22.3;1670
2809201003;Móstoles;45.5;15.2;28.3;1193
2809201006;Móstoles;46.1;14.6;28.2;1039
2809201008;Móstoles;45.7;13.3;24.9;1801
2809201014;Móstoles;40.4;14.4;9.2;1952
2809201015;Móstoles;38.5;17.1;6.9;1793
2809201020;Móstoles;37.0;26.4;10.3;1479
2809201007;Móstoles;44.8;12.4;22.7;1015
2809201011;Móstoles;40.3;16.6;11.3;2248
2809201019;Móstoles;35.5;27.0;11.2;2957
2809201023;Móstoles;39.7;23.9;15.4;1128
2809201002;Móstoles;43.7;16.2;24.4;1429
2809201021;Móstoles;34.1;28.7;6.9;1455
2809201022;Móstoles;35.4;27.1;6.0;2144
2809201004;Móstoles;47.7;15.0;35.5;778
2809201009;Móstoles;45.9;12.8;19.8;1848
2809201013;Móstoles;40.2;16.0;10.1;2097
2809201010;Móstoles;41.4;15.7;11.5;1449
2809201016;Móstoles;46.2;13.3;24.8;1153
2809201017;Móstoles;39.9;20.1;13.8;2381
2809201024;Móstoles;43.8;11.7;17.3;768
2809203006;Móstoles;43.3;16.0;22.7;1905
2809203017;Móstoles;41.3;18.6;17.1;2223
2809203019;Móstoles;45.7;12.8;22.4;1660
2809203001;Móstoles;42.5;15.3;19.9;1810
2809203005;Móstoles;43.0;16.1;21.1;1063
2809203009;Móstoles;45.7;14.8;26.9;1559
2809203007;Móstoles;45.2;15.5;26.5;1191
2809203011;Móstoles;43.9;17.1;24.5;1452
2809203013;Móstoles;44.7;13.3;22.5;1389
2809203024;Móstoles;47.8;12.4;31.8;1098
2809203025;Móstoles;49.4;11.3;33.0;910
2809203029;Móstoles;46.8;14.2;30.0;922
2809203030;Móstoles;40.0;20.4;13.8;1723
2809203002;Móstoles;44.3;14.3;23.2;1206
2809203012;Móstoles;44.5;13.9;18.2;1973
2809203016;Móstoles;43.3;15.8;21.6;1587
2809203003;Móstoles;43.2;16.3;22.1;1597
2809203004;Móstoles;44.7;14.1;24.3;1090
2809203008;Móstoles;43.7;15.7;21.7;1451
2809203020;Móstoles;49.3;10.1;32.2;1230
2809203021;Móstoles;49.4;12.1;34.9;914
2809203022;Móstoles;42.5;15.4;17.1;1178
2809203026;Móstoles;42.1;16.4;16.4;1959
2809203010;Móstoles;46.3;13.6;27.6;1057
2809203014;Móstoles;46.3;15.1;31.9;737
2809203018;Móstoles;46.1;14.6;27.7;1707
2809203015;Móstoles;45.3;16.6;28.5;1187
2809203023;Móstoles;40.7;17.0;12.4;1275
2809203027;Móstoles;45.2;13.2;25.4;976
2809203028;Móstoles;40.9;16.6;13.2;2409
2809204006;Móstoles;46.4;13.3;29.9;1606
2809204019;Móstoles;43.1;15.6;20.5;1671
2809204038;Móstoles;39.0;20.9;8.9;1102
2809204004;Móstoles;45.0;15.5;26.6;976
2809204011;Móstoles;45.5;14.7;28.0;1705
2809204021;Móstoles;40.9;18.9;16.9;1027
2809204022;Móstoles;42.7;16.8;21.6;1137
2809204041;Móstoles;28.5;26.4;1.4;1810
2809204042;Móstoles;29.4;25.9;2.5;2636
2809204003;Móstoles;45.1;14.2;24.9;1341
2809204008;Móstoles;43.0;15.3;17.3;1725
2809204012;Móstoles;48.1;12.1;33.3;1663
2809204017;Móstoles;45.9;12.4;19.5;1368
2809204034;Móstoles;40.5;18.4;13.3;1702
2809204035;Móstoles;32.7;34.2;4.8;2590
2809204037;Móstoles;35.5;28.1;7.6;2262
2809204040;Móstoles;28.5;27.2;1.4;2895
2809204015;Móstoles;45.8;12.2;25.8;1258
2809204023;Móstoles;46.0;12.6;27.6;992
2809204030;Móstoles;40.3;16.7;11.7;1894
2809204031;Móstoles;41.1;17.5;14.4;1981
2809204013;Móstoles;44.9;15.3;25.1;2167
2809204020;Móstoles;45.1;15.5;24.9;1239
2809204032;Móstoles;40.8;16.5;12.5;1838
2809204036;Móstoles;36.7;27.1;10.0;1928
2809204005;Móstoles;45.5;13.1;25.6;1751
2809204007;Móstoles;42.4;16.3;19.9;1190
2809204009;Móstoles;42.9;16.5;20.4;2049
2809204016;Móstoles;45.0;12.1;16.3;1394
2809204018;Móstoles;40.0;19.8;15.2;1245
2809204027;Móstoles;39.4;19.4;13.5;2099
2809204029;Móstoles;45.0;14.1;24.3;900
2809204024;Móstoles;44.5;15.1;23.9;1642
2809204026;Móstoles;46.5;13.3;29.3;1313
2809204033;Móstoles;44.5;14.2;23.3;1212
2809204039;Móstoles;31.4;24.9;3.8;1504
2809204001;Móstoles;43.2;13.6;18.8;1067
2809204002;Móstoles;46.6;13.6;31.0;1575
2809204010;Móstoles;48.4;11.7;33.2;853
2809204025;Móstoles;45.5;15.1;25.0;2065
2809204028;Móstoles;43.5;13.7;19.5;1070
2809204043;Móstoles;28.7;28.5;2.0;2189
2809204044;Móstoles;39.2;21.4;13.3;1397
2809204045;Móstoles;29.5;28.1;3.4;1397
2809204046;Móstoles;29.1;29.9;2.8;1670
2809301001;Navacerrada;43.4;17.8;18.7;2919
2809401001;Navalafuente;38.5;21.8;11.9;1407
2809501001;Navalagamella;39.2;21.2;13.2;2575
2809601010;Navalcarnero;29.6;31.6;3.6;2169
2809601011;Navalcarnero;41.0;18.3;13.5;1654
2809601001;Navalcarnero;37.8;23.1;12.6;2207
2809601004;Navalcarnero;39.6;20.8;13.5;2599
2809601002;Navalcarnero;39.9;21.5;16.5;1731
2809601003;Navalcarnero;39.7;20.7;14.6;2134
2809601008;Navalcarnero;38.9;21.7;13.0;1531
2809601006;Navalcarnero;44.6;15.7;22.9;1243
2809601007;Navalcarnero;37.7;24.9;11.0;1377
2809601012;Navalcarnero;29.9;28.5;2.9;2255
2809601013;Navalcarnero;29.4;34.2;2.8;1969
2809601014;Navalcarnero;30.6;29.8;4.3;1979
2809601009;Navalcarnero;35.3;26.4;8.2;2242
2809601005;Navalcarnero;39.6;21.1;13.3;2564
2809701001;Navarredonda y San Mamés;54.1;4.1;27.0;129
2809901001;Navas del Rey;40.9;19.8;17.4;2786
2810001001;Nuevo Baztán;41.4;19.6;15.3;1211
2810001002;Nuevo Baztán;40.0;19.1;10.2;2131
2810001003;Nuevo Baztán;39.5;19.9;10.7;2814
2810101001;Olmeda de las Fuentes;41.2;20.9;15.2;349
2810201001;Orusco de Tajuña;43.7;18.3;21.1;1160
2810401002;Paracuellos de Jarama;39.7;17.7;13.2;1810
2810401004;Paracuellos de Jarama;48.1;13.0;29.5;907
2810401003;Paracuellos de Jarama;38.0;26.0;12.4;2903
2810401006;Paracuellos de Jarama;29.6;34.2;3.0;2034
2810401007;Paracuellos de Jarama;31.1;34.2;3.4;1912
2810401008;Paracuellos de Jarama;29.2;34.2;3.0;3381
2810401001;Paracuellos de Jarama;35.0;26.7;7.0;3298
2810401005;Paracuellos de Jarama;31.4;34.2;3.0;1998
2810401009;Paracuellos de Jarama;29.9;34.2;2.8;2163
2810401010;Paracuellos de Jarama;40.4;16.4;12.8;1514
2810401011;Paracuellos de Jarama;29.4;34.2;2.5;2064
2810601004;Parla;38.1;18.9;12.2;3294
2810601007;Parla;38.7;20.8;14.0;1927
2810601008;Parla;41.1;18.6;18.3;1745
2810601012;Parla;40.2;17.9;13.2;1802
2810601021;Parla;43.7;16.2;22.2;1605
2810601025;Parla;39.6;19.5;14.1;1678
2810601026;Parla;38.4;20.3;12.9;1871
2810601045;Parla;40.5;17.5;13.4;997
2810601058;Parla;29.0;34.1;3.2;2475
2810601003;Parla;40.9;17.2;16.8;2393
2810601013;Parla;38.4;21.1;12.9;2190
2810601023;Parla;39.4;19.5;11.1;2160
2810601028;Parla;36.6;22.0;9.4;2961
2810601042;Parla;34.9;28.1;7.4;2100
2810601014;Parla;41.6;21.0;21.6;965
2810601016;Parla;40.4;19.7;15.9;1852
2810601017;Parla;40.0;19.4;17.2;2182
2810601019;Parla;38.1;22.2;13.3;1249
2810601029;Parla;40.7;18.1;16.6;1835
2810601033;Parla;41.2;19.9;21.2;1048
2810601038;Parla;39.2;19.9;12.4;1586
2810601040;Parla;39.0;19.9;11.8;1217
2810601053;Parla;30.8;31.8;3.6;1939
2810601060;Parla;29.5;29.9;4.1;3330
2810601064;Parla;29.4;33.7;3.4;1860
2810601006;Parla;40.2;20.0;15.3;1694
2810601011;Parla;38.4;20.1;12.4;2209
2810601022;Parla;37.6;22.1;10.7;1541
2810601024;Parla;39.1;20.2;13.1;1761
2810601027;Parla;39.0;19.9;12.1;1573
2810601031;Parla;37.1;23.6;10.7;1733
2810601035;Parla;40.2;19.0;15.5;2357
2810601036;Parla;41.4;18.1;17.6;1836
2810601037;Parla;40.6;16.6;13.1;1218
2810601041;Parla;37.4;21.8;8.2;2011
2810601047;Parla;34.4;30.2;7.2;1930
2810601056;Parla;30.5;32.1;4.7;2002
2810601057;Parla;31.6;26.5;4.8;1389
2810601061;Parla;29.7;30.4;3.0;1367
2810601062;Parla;33.1;25.6;6.1;2509
2810601002;Parla;40.1;17.1;15.7;1761
2810601005;Parla;39.6;19.1;13.4;2088
2810601009;Parla;40.2;19.3;17.2;2363
2810601010;Parla;40.8;18.5;17.6;1456
2810601030;Parla;38.0;21.2;12.7;2130
2810601032;Parla;38.0;19.9;12.1;1499
2810601034;Parla;37.2;23.6;12.3;2319
2810601048;Parla;37.1;24.5;8.3;2609
2810601050;Parla;30.9;30.1;4.4;1962
2810601051;Parla;36.2;23.6;8.8;1856
2810601054;Parla;30.9;28.9;4.4;2586
2810601001;Parla;40.4;19.2;16.9;1886
2810601015;Parla;45.6;15.1;25.5;1155
2810601043;Parla;38.0;23.6;13.0;2573
2810601044;Parla;35.3;24.6;7.2;2126
2810601065;Parla;30.2;33.5;4.2;1256
2810601018;Parla;40.0;17.9;12.6;1632
2810601039;Parla;34.7;31.6;8.3;2263
2810601046;Parla;42.7;18.1;20.5;1105
2810601049;Parla;33.3;26.9;5.9;2229
2810601052;Parla;30.6;30.4;4.2;2027
2810601055;Parla;36.4;23.4;8.5;1274
2810601059;Parla;29.9;33.6;5.1;2550
2810601063;Parla;30.8;27.1;4.2;2209
2810601066;Parla;30.7;32.1;5.6;1949
2810601067;Parla;33.3;25.7;5.3;1760
2810701001;Patones;46.4;14.7;24.7;449
2810801001;Pedrezuela;38.2;22.5;11.2;2809
2810801002;Pedrezuela;34.5;26.6;7.4;2866
2810901001;Pelayos de la Presa;42.2;18.7;18.0;2410
2811001001;Perales de Tajuña;41.6;18.8;16.8;2810
2811101001;Pezuela de las Torres;42.7;18.5;19.5;817
2811201001;Pinilla del Valle;49.2;13.4;28.5;186
2811301001;Pinto;43.2;15.6;20.4;1049
2811301002;Pinto;40.2;18.9;14.4;1993
2811301009;Pinto;43.6;16.7;23.0;1015
2811301007;Pinto;46.2;11.6;22.4;1626
2811301012;Pinto;31.6;31.5;4.1;1978
2811301004;Pinto;43.1;15.0;19.9;1301
2811301011;Pinto;32.9;30.1;6.0;2372
2811301003;Pinto;40.9;16.1;13.0;1912
2811301005;Pinto;42.1;15.6;16.3;2276
2811301006;Pinto;35.0;23.4;8.4;3586
2811301008;Pinto;42.8;15.3;17.1;1278
2811301013;Pinto;28.9;27.4;1.7;2780
2811301010;Pinto;32.3;29.1;4.5;1884
2811302003;Pinto;43.6;15.5;19.7;1462
2811302005;Pinto;45.9;14.5;26.2;1418
2811302013;Pinto;41.8;16.3;12.2;1329
2811302015;Pinto;30.5;27.2;2.9;2287
2811302001;Pinto;42.2;15.8;18.2;1489
2811302008;Pinto;34.9;30.3;7.8;2677
2811302007;Pinto;40.4;20.1;14.6;1704
2811302010;Pinto;35.3;27.7;6.1;1631
2811302012;Pinto;41.4;16.7;13.0;1388
2811302014;Pinto;30.3;34.2;3.2;1949
2811302002;Pinto;43.2;16.7;22.7;1088
2811302004;Pinto;41.3;16.5;14.0;2331
2811302009;Pinto;35.7;27.8;6.8;1956
2811302006;Pinto;45.4;14.7;22.8;1683
2811302011;Pinto;35.3;27.3;7.8;1805
2811401001;Piñuécar-Gandullas;46.6;12.9;22.4;170
2811501005;Pozuelo de Alarcón;42.2;20.3;20.8;933
2811501006;Pozuelo de Alarcón;40.3;24.4;16.4;1609
2811501021;Pozuelo de Alarcón;43.6;16.3;21.9;1503
2811501030;Pozuelo de Alarcón;39.8;20.3;11.9;1291
2811501010;Pozuelo de Alarcón;42.7;19.1;21.5;1275
2811501013;Pozuelo de Alarcón;40.0;18.9;15.8;1402
2811501004;Pozuelo de Alarcón;42.4;15.9;17.8;1096
2811501019;Pozuelo de Alarcón;41.0;20.7;17.4;1873
2811501023;Pozuelo de Alarcón;43.1;18.4;22.8;1511
2811501002;Pozuelo de Alarcón;40.1;22.2;17.8;1807
2811501014;Pozuelo de Alarcón;42.6;20.0;21.4;1311
2811501017;Pozuelo de Alarcón;39.5;20.7;13.6;2398
2811501027;Pozuelo de Alarcón;42.7;15.6;21.2;1271
2811501007;Pozuelo de Alarcón;44.6;15.7;23.4;893
2811501009;Pozuelo de Alarcón;44.2;17.1;23.1;984
2811501016;Pozuelo de Alarcón;44.0;17.8;21.4;1517
2811501029;Pozuelo de Alarcón;34.9;29.9;6.2;2460
2811501008;Pozuelo de Alarcón;44.9;17.2;24.6;1211
2811501011;Pozuelo de Alarcón;43.6;15.3;20.8;992
2811501028;Pozuelo de Alarcón;34.3;31.0;6.8;2465
2811501031;Pozuelo de Alarcón;34.0;28.9;5.9;2867
2811501001;Pozuelo de Alarcón;39.6;20.7;14.8;2398
2811501015;Pozuelo de Alarcón;44.3;16.2;24.1;1752
2811501018;Pozuelo de Alarcón;39.3;22.0;11.8;1649
2811501026;Pozuelo de Alarcón;38.4;20.8;11.4;1995
2811501012;Pozuelo de Alarcón;40.6;21.5;16.3;2409
2811501020;Pozuelo de Alarcón;41.3;19.5;18.5;1394
2811501022;Pozuelo de Alarcón;44.8;18.4;27.8;1817
2811501024;Pozuelo de Alarcón;42.3;20.4;21.5;980
2811501025;Pozuelo de Alarcón;38.2;22.1;11.1;2142
2811502005;Pozuelo de Alarcón;42.3;21.5;22.6;1869
2811502013;Pozuelo de Alarcón;37.5;24.9;11.2;2511
2811502004;Pozuelo de Alarcón;41.3;22.4;20.3;1606
2811502009;Pozuelo de Alarcón;43.9;17.2;23.2;1755
2811502001;Pozuelo de Alarcón;40.5;23.4;18.4;1556
2811502006;Pozuelo de Alarcón;40.9;22.7;19.4;1771
2811502015;Pozuelo de Alarcón;42.6;18.7;20.2;975
2811502020;Pozuelo de Alarcón;32.2;34.2;5.9;1575
2811502012;Pozuelo de Alarcón;41.7;20.3;20.4;1712
2811502017;Pozuelo de Alarcón;45.1;15.8;24.1;975
2811502002;Pozuelo de Alarcón;40.6;20.8;17.5;1877
2811502018;Pozuelo de Alarcón;40.1;21.3;15.5;1825
2811502010;Pozuelo de Alarcón;39.9;21.9;16.5;1706
2811502011;Pozuelo de Alarcón;44.4;17.7;25.6;711
2811502014;Pozuelo de Alarcón;39.4;21.0;12.2;2045
2811502019;Pozuelo de Alarcón;35.8;27.1;7.9;1515
2811502021;Pozuelo de Alarcón;31.9;34.2;4.9;2788
2811502003;Pozuelo de Alarcón;42.4;17.4;19.0;1752
2811502007;Pozuelo de Alarcón;40.5;20.6;17.6;1785
2811502016;Pozuelo de Alarcón;39.4;19.1;16.5;1632
2811502008;Pozuelo de Alarcón;42.9;17.9;22.8;1393
2811601001;Pozuelo del Rey;35.9;24.1;8.0;1131
2811701001;Prádena del Rincón;46.1;14.5;24.8;129
2811801001;Puebla de la Sierra;0;0;0;0
2890201001;Puentes Viejas;45.3;15.6;21.5;643
2811901001;Quijorna;39.1;23.7;15.2;1646
2811901002;Quijorna;35.3;28.1;8.5;1668
2812001001;Rascafría;47.2;10.9;22.2;1636
2812101001;Redueña;43.9;16.7;20.7;246
2812201001;Ribatejada;42.3;18.3;14.2;676
2812301009;Rivas-Vaciamadrid;40.0;15.9;8.6;1782
2812301010;Rivas-Vaciamadrid;41.2;15.8;11.3;1279
2812301014;Rivas-Vaciamadrid;39.3;17.7;6.6;1720
2812301020;Rivas-Vaciamadrid;36.1;24.4;6.8;1584
2812301021;Rivas-Vaciamadrid;35.6;27.5;5.0;2606
2812301022;Rivas-Vaciamadrid;32.7;29.0;5.0;1746
2812301023;Rivas-Vaciamadrid;34.5;29.1;4.9;2906
2812301002;Rivas-Vaciamadrid;41.5;17.9;14.5;1322
2812301005;Rivas-Vaciamadrid;43.1;17.0;15.3;1525
2812301007;Rivas-Vaciamadrid;44.4;11.3;14.1;1662
2812301013;Rivas-Vaciamadrid;38.8;21.2;7.0;1734
2812301017;Rivas-Vaciamadrid;37.1;23.9;5.6;2434
2812301031;Rivas-Vaciamadrid;33.7;31.1;4.7;1467
2812301039;Rivas-Vaciamadrid;31.5;27.7;3.6;2169
2812301041;Rivas-Vaciamadrid;32.3;26.3;4.7;1827
2812301006;Rivas-Vaciamadrid;45.1;13.7;19.1;1956
2812301012;Rivas-Vaciamadrid;45.8;12.4;19.6;1476
2812301026;Rivas-Vaciamadrid;41.3;13.7;11.3;1683
2812301027;Rivas-Vaciamadrid;43.1;12.5;11.9;1056
2812301028;Rivas-Vaciamadrid;44.6;13.4;18.5;867
2812301018;Rivas-Vaciamadrid;40.0;16.8;8.3;962
2812301019;Rivas-Vaciamadrid;35.2;26.4;6.1;1567
2812301030;Rivas-Vaciamadrid;32.1;34.1;2.9;2461
2812301004;Rivas-Vaciamadrid;38.4;17.1;6.6;2185
2812301025;Rivas-Vaciamadrid;33.1;30.2;4.7;2046
2812301029;Rivas-Vaciamadrid;32.5;29.4;3.5;2911
2812301032;Rivas-Vaciamadrid;34.1;29.5;7.7;2400
2812301033;Rivas-Vaciamadrid;37.9;18.7;6.0;2069
2812301037;Rivas-Vaciamadrid;28.5;28.4;1.5;1834
2812301003;Rivas-Vaciamadrid;45.4;10.6;15.9;1227
2812301015;Rivas-Vaciamadrid;40.2;14.8;9.8;1783
2812301024;Rivas-Vaciamadrid;39.8;20.5;9.4;1562
2812301034;Rivas-Vaciamadrid;31.9;30.4;4.4;2561
2812301001;Rivas-Vaciamadrid;38.7;21.6;12.4;1828
2812301011;Rivas-Vaciamadrid;40.4;14.9;9.4;1196
2812301016;Rivas-Vaciamadrid;34.8;29.9;5.3;2006
2812301035;Rivas-Vaciamadrid;31.9;33.5;4.0;2528
2812301036;Rivas-Vaciamadrid;30.6;32.2;3.4;2842
2812301008;Rivas-Vaciamadrid;39.8;17.7;8.1;1176
2812301038;Rivas-Vaciamadrid;28.6;26.1;1.7;3032
2812301040;Rivas-Vaciamadrid;29.7;30.1;2.8;2474
2812301042;Rivas-Vaciamadrid;43.6;13.6;14.4;1258
2812301043;Rivas-Vaciamadrid;34.4;28.1;4.7;1467
2812301044;Rivas-Vaciamadrid;33.4;26.3;4.9;1634
2812301045;Rivas-Vaciamadrid;29.1;27.0;2.1;2583
2812401001;Robledillo de la Jara;0;0;0;0
2812501002;Robledo de Chavela;42.8;17.7;15.4;2479
2812501001;Robledo de Chavela;43.9;16.5;22.1;1499
2812601001;Robregordo;0;0;0;0
2812701001;Rozas de Madrid. Las;39.1;19.1;12.9;3054
2812701004;Rozas de Madrid. Las;41.7;19.7;19.6;1841
2812701005;Rozas de Madrid. Las;44.2;16.7;23.3;1381
2812701006;Rozas de Madrid. Las;41.4;19.6;19.7;669
2812701036;Rozas de Madrid. Las;35.2;31.0;8.1;1972
2812701040;Rozas de Madrid. Las;32.1;34.2;5.5;2548
2812701002;Rozas de Madrid. Las;39.3;21.5;14.6;1219
2812701029;Rozas de Madrid. Las;38.3;23.5;12.5;2668
2812701031;Rozas de Madrid. Las;39.5;22.3;13.9;1701
2812701032;Rozas de Madrid. Las;34.6;24.8;9.6;2640
2812701038;Rozas de Madrid. Las;31.7;34.2;4.9;3062
2812701043;Rozas de Madrid. Las;30.9;34.2;3.2;2309
2812701049;Rozas de Madrid. Las;29.5;34.2;4.5;1550
2812701003;Rozas de Madrid. Las;45.3;13.9;25.8;1790
2812701014;Rozas de Madrid. Las;41.7;19.0;18.2;1436
2812701020;Rozas de Madrid. Las;39.6;19.8;12.9;1461
2812701024;Rozas de Madrid. Las;41.7;17.0;15.9;2013
2812701025;Rozas de Madrid. Las;40.5;19.9;14.5;1233
2812701028;Rozas de Madrid. Las;37.4;25.9;13.7;2119
2812701034;Rozas de Madrid. Las;33.6;33.0;6.4;2439
2812701046;Rozas de Madrid. Las;29.4;32.3;2.9;2642
2812701008;Rozas de Madrid. Las;43.4;17.4;20.6;1354
2812701010;Rozas de Madrid. Las;39.4;18.0;14.4;2777
2812701013;Rozas de Madrid. Las;41.7;17.4;16.0;1306
2812701015;Rozas de Madrid. Las;38.8;18.4;11.1;2564
2812701019;Rozas de Madrid. Las;38.9;22.2;12.3;1419
2812701021;Rozas de Madrid. Las;42.3;17.6;20.1;2035
2812701026;Rozas de Madrid. Las;41.8;18.2;17.2;1344
2812701033;Rozas de Madrid. Las;41.3;17.3;15.9;1420
2812701047;Rozas de Madrid. Las;34.7;27.4;6.9;1052
2812701011;Rozas de Madrid. Las;39.0;21.3;12.5;1740
2812701016;Rozas de Madrid. Las;39.9;19.5;13.7;1965
2812701017;Rozas de Madrid. Las;42.1;18.1;17.5;2659
2812701018;Rozas de Madrid. Las;38.4;22.4;9.8;2302
2812701037;Rozas de Madrid. Las;33.5;33.5;5.2;2763
2812701042;Rozas de Madrid. Las;36.1;28.4;7.5;1872
2812701048;Rozas de Madrid. Las;39.3;21.0;13.2;1197
2812701027;Rozas de Madrid. Las;40.4;20.0;15.1;1141
2812701035;Rozas de Madrid. Las;33.8;33.3;6.1;2566
2812701045;Rozas de Madrid. Las;32.0;34.2;6.2;2293
2812701007;Rozas de Madrid. Las;43.5;15.4;21.3;978
2812701009;Rozas de Madrid. Las;38.4;25.2;13.1;2438
2812701012;Rozas de Madrid. Las;39.6;16.6;11.0;2316
2812701022;Rozas de Madrid. Las;40.4;22.6;15.4;2477
2812701023;Rozas de Madrid. Las;38.7;21.8;9.2;2303
2812701039;Rozas de Madrid. Las;37.6;27.1;12.9;1462
2812701041;Rozas de Madrid. Las;38.6;23.0;11.2;1519
2812701044;Rozas de Madrid. Las;33.5;34.2;5.4;1734
2812701030;Rozas de Madrid. Las;41.5;18.1;18.7;1113
2812801001;Rozas de Puerto Real;48.8;10.9;29.6;514
2812901002;San Agustín del Guadalix;38.0;21.6;11.7;1850
2812901005;San Agustín del Guadalix;38.3;22.0;11.0;1687
2812901003;San Agustín del Guadalix;36.3;26.3;8.8;3037
2812901006;San Agustín del Guadalix;33.2;33.9;4.9;1582
2812901001;San Agustín del Guadalix;36.0;25.9;8.6;2537
2812901004;San Agustín del Guadalix;34.9;26.2;7.0;2394
2813001019;San Fernando de Henares;35.3;24.4;4.4;2020
2813001020;San Fernando de Henares;41.0;16.5;13.6;1342
