seccion;municipio;Renta neta media por persona
2812301038;Rivas-Vaciamadrid;14059
2812301039;Rivas-Vaciamadrid;10916
2812301040;Rivas-Vaciamadrid;15696
2812301041;Rivas-Vaciamadrid;11477
2812301042;Rivas-Vaciamadrid;18066
2812301043;Rivas-Vaciamadrid;13256
2812301044;Rivas-Vaciamadrid;12776
2812301045;Rivas-Vaciamadrid;13751
2812401001;Robledillo de la Jara;0
2812501001;Robledo de Chavela;9461
2812501002;Robledo de Chavela;12414
2812601001;Robregordo;0
2812701001;Rozas de Madrid, Las;11701
2812701002;Rozas de Madrid, Las;11767
2812701003;Rozas de Madrid, Las;20400
2812701004;Rozas de Madrid, Las;21308
2812701005;Rozas de Madrid, Las;21350
2812701006;Rozas de Madrid, Las;20248
2812701007;Rozas de Madrid, Las;22812
2812701008;Rozas de Madrid, Las;15473
2812701009;Rozas de Madrid, Las;24512
2812701010;Rozas de Madrid, Las;12658
2812701011;Rozas de Madrid, Las;19254
2812701012;Rozas de Madrid, Las;11339
2812701013;Rozas de Madrid, Las;20221
2812701014;Rozas de Madrid, Las;23070
2812701015;Rozas de Madrid, Las;13043
2812701016;Rozas de Madrid, Las;17469
2812701017;Rozas de Madrid, Las;18686
2812701018;Rozas de Madrid, Las;22686
2812701019;Rozas de Madrid, Las;18833
2812701020;Rozas de Madrid, Las;17961
2812701021;Rozas de Madrid, Las;14717
2812701022;Rozas de Madrid, Las;16861
2812701023;Rozas de Madrid, Las;19206
2812701024;Rozas de Madrid, Las;19560
2812701025;Rozas de Madrid, Las;18635
2812701026;Rozas de Madrid, Las;23096
2812701027;Rozas de Madrid, Las;20725
2812701028;Rozas de Madrid, Las;23354
2812701029;Rozas de Madrid, Las;21652
2812701030;Rozas de Madrid, Las;27650
2812701031;Rozas de Madrid, Las;24379
2812701032;Rozas de Madrid, Las;22253
2812701033;Rozas de Madrid, Las;20574
2812701034;Rozas de Madrid, Las;18681
2812701035;Rozas de Madrid, Las;19592
2812701036;Rozas de Madrid, Las;18619
2812701037;Rozas de Madrid, Las;26144
2812701038;Rozas de Madrid, Las;18179
2812701039;Rozas de Madrid, Las;21099
2812701040;Rozas de Madrid, Las;19022
2812701041;Rozas de Madrid, Las;23743
2812701042;Rozas de Madrid, Las;19301
2812701043;Rozas de Madrid, Las;18755
2812701044;Rozas de Madrid, Las;19271
2812701045;Rozas de Madrid, Las;19824
2812701046;Rozas de Madrid, Las;17830
2812701047;Rozas de Madrid, Las;15998
2812701048;Rozas de Madrid, Las;18310
2812701049;Rozas de Madrid, Las;20230
2812801001;Rozas de Puerto Real;11945
2812901001;San Agustín del Guadalix;12071
2812901002;San Agustín del Guadalix;10063
2812901003;San Agustín del Guadalix;16035
2812901004;San Agustín del Guadalix;13824
2812901005;San Agustín del Guadalix;21074
2812901006;San Agustín del Guadalix;18580
2813001001;San Fernando de Henares;10469
2813001002;San Fernando de Henares;10901
2813001003;San Fernando de Henares;10755
2813001004;San Fernando de Henares;10796
2813001005;San Fernando de Henares;14503
2813001006;San Fernando de Henares;10900
2813001007;San Fernando de Henares;10786
2813001008;San Fernando de Henares;11228
2813001009;San Fernando de Henares;10830
2813001010;San Fernando de Henares;9909
2813001011;San Fernando de Henares;11532
2813001012;San Fernando de Henares;11251
2813001013;San Fernando de Henares;11735
2813001014;San Fernando de Henares;10894
2813001015;San Fernando de Henares;11865
2813001016;San Fernando de Henares;11740
2813001017;San Fernando de Henares;14594
2813001018;San Fernando de Henares;11657
2813001019;San Fernando de Henares;11503
2813001020;San Fernando de Henares;10646
2813001021;San Fernando de Henares;11740
2813001022;San Fernando de Henares;11882
2813001023;San Fernando de Henares;13530
2813101001;San Lorenzo de El Escorial;10676
2813101002;San Lorenzo de El Escorial;15789
2813101003;San Lorenzo de El Escorial;11363
2813101004;San Lorenzo de El Escorial;15198
2813101005;San Lorenzo de El Escorial;14041
2813101006;San Lorenzo de El Escorial;13732
2813101007;San Lorenzo de El Escorial;14538
2813102001;San Lorenzo de El Escorial;11870
2813102002;San Lorenzo de El Escorial;11753
2813201001;San Martín de la Vega;9163
2813201002;San Martín de la Vega;9422
2813201003;San Martín de la Vega;11386
2813201004;San Martín de la Vega;10139
2813201005;San Martín de la Vega;10415
2813201006;San Martín de la Vega;7603
2813201007;San Martín de la Vega;10756
2813201008;San Martín de la Vega;9067
2813301001;San Martín de Valdeiglesias;11176
2813301002;San Martín de Valdeiglesias;9858
2813301003;San Martín de Valdeiglesias;8116
2813301004;San Martín de Valdeiglesias;9199
2813401001;San Sebastián de los Reyes;9999
2813401002;San Sebastián de los Reyes;9167
2813401003;San Sebastián de los Reyes;10258
2813401004;San Sebastián de los Reyes;10919
2813401005;San Sebastián de los Reyes;10916
2813401006;San Sebastián de los Reyes;11853
2813401007;San Sebastián de los Reyes;11006
2813401008;San Sebastián de los Reyes;11235
2813401009;San Sebastián de los Reyes;10140
2813401010;San Sebastián de los Reyes;9798
2813401011;San Sebastián de los Reyes;9539
2813401012;San Sebastián de los Reyes;10742
2813401014;San Sebastián de los Reyes;9454
2813401015;San Sebastián de los Reyes;9673
2813401017;San Sebastián de los Reyes;10221
2813401018;San Sebastián de los Reyes;11026
2813401019;San Sebastián de los Reyes;11805
2813401020;San Sebastián de los Reyes;10272
2813401021;San Sebastián de los Reyes;10360
2813401022;San Sebastián de los Reyes;9537
2813401023;San Sebastián de los Reyes;9920
2813401024;San Sebastián de los Reyes;9190
2813401025;San Sebastián de los Reyes;10719
2813401026;San Sebastián de los Reyes;12536
2813401027;San Sebastián de los Reyes;12781
2813401028;San Sebastián de los Reyes;11532
2813401029;San Sebastián de los Reyes;13044
2813401030;San Sebastián de los Reyes;19675
2813401031;San Sebastián de los Reyes;14812
2813401032;San Sebastián de los Reyes;25906
2813401033;San Sebastián de los Reyes;26365
2813401034;San Sebastián de los Reyes;16529
2813401035;San Sebastián de los Reyes;17154
2813401036;San Sebastián de los Reyes;13252
2813401037;San Sebastián de los Reyes;15767
2813401038;San Sebastián de los Reyes;15389
2813401039;San Sebastián de los Reyes;13585
2813401040;San Sebastián de los Reyes;18257
2813401041;San Sebastián de los Reyes;15862
2813401042;San Sebastián de los Reyes;13569
2813401043;San Sebastián de los Reyes;19924
2813401044;San Sebastián de los Reyes;16294
2813401045;San Sebastián de los Reyes;15429
2813401046;San Sebastián de los Reyes;14549
2813401047;San Sebastián de los Reyes;17628
2813401048;San Sebastián de los Reyes;15543
2813401049;San Sebastián de los Reyes;13476
2813401050;San Sebastián de los Reyes;16496
2813401051;San Sebastián de los Reyes;19102
2813401052;San Sebastián de los Reyes;17543
2813401053;San Sebastián de los Reyes;14533
2813401054;San Sebastián de los Reyes;15865
2813401055;San Sebastián de los Reyes;11322
2813501001;Santa María de la Alameda;10114
2813601001;Santorcaz;11068
2813701001;Santos de la Humosa, Los;10659
2813801001;Serna del Monte, La;0
2814001001;Serranillos del Valle;11324
2814001002;Serranillos del Valle;12529
2814001003;Serranillos del Valle;10753
2814101001;Sevilla la Nueva;11559
2814101002;Sevilla la Nueva;10931
2814101003;Sevilla la Nueva;11230
2814101004;Sevilla la Nueva;13223
2814301001;Somosierra;0
2814401001;Soto del Real;12076
2814401002;Soto del Real;14340
2814401003;Soto del Real;15945
2814401004;Soto del Real;16672
2814501001;Talamanca de Jarama;12100
2814501002;Talamanca de Jarama;10742
2814601001;Tielmes;9545
2814701001;Titulcia;10218
2814801001;Torrejón de Ardoz;10069
2814801002;Torrejón de Ardoz;12808
2814801003;Torrejón de Ardoz;10136
2814801004;Torrejón de Ardoz;12398
2814801005;Torrejón de Ardoz;8192
2814801006;Torrejón de Ardoz;10240
2814801007;Torrejón de Ardoz;10517
2814801008;Torrejón de Ardoz;10121
2814801009;Torrejón de Ardoz;10042
2814801010;Torrejón de Ardoz;11533
2814801011;Torrejón de Ardoz;12679
2814801012;Torrejón de Ardoz;13947
2814801013;Torrejón de Ardoz;9581
2814801014;Torrejón de Ardoz;11426
2814801015;Torrejón de Ardoz;10265
2814801016;Torrejón de Ardoz;10861
2814801017;Torrejón de Ardoz;11643
2814801018;Torrejón de Ardoz;14084
2814801019;Torrejón de Ardoz;13787
2814801020;Torrejón de Ardoz;12281
2814801021;Torrejón de Ardoz;11775
2814801022;Torrejón de Ardoz;11342
2814801023;Torrejón de Ardoz;10000
2814801024;Torrejón de Ardoz;12605
2814801025;Torrejón de Ardoz;13272
2814802001;Torrejón de Ardoz;12130
2814802002;Torrejón de Ardoz;10122
2814802003;Torrejón de Ardoz;8785
2814802004;Torrejón de Ardoz;8697
2814802005;Torrejón de Ardoz;9114
2814802006;Torrejón de Ardoz;9040
2814802007;Torrejón de Ardoz;9227
2814802008;Torrejón de Ardoz;7952
2814802009;Torrejón de Ardoz;10652
2814802010;Torrejón de Ardoz;12511
2814802011;Torrejón de Ardoz;10750
2814802012;Torrejón de Ardoz;12802
2814802013;Torrejón de Ardoz;10984
2814802014;Torrejón de Ardoz;11400
2814802015;Torrejón de Ardoz;15236
2814802016;Torrejón de Ardoz;10055
2814802017;Torrejón de Ardoz;9360
2814802018;Torrejón de Ardoz;15070
2814802019;Torrejón de Ardoz;12615
2814802020;Torrejón de Ardoz;11846
2814802021;Torrejón de Ardoz;13202
2814802022;Torrejón de Ardoz;10634
2814802023;Torrejón de Ardoz;13772
2814802024;Torrejón de Ardoz;12784
2814802025;Torrejón de Ardoz;13646
2814802026;Torrejón de Ardoz;14552
2814803001;Torrejón de Ardoz;8307
2814803002;Torrejón de Ardoz;6973
2814803003;Torrejón de Ardoz;8298
2814803005;Torrejón de Ardoz;10949
2814803006;Torrejón de Ardoz;15991
2814803007;Torrejón de Ardoz;12037
2814803008;Torrejón de Ardoz;11051
2814803009;Torrejón de Ardoz;12205
2814804001;Torrejón de Ardoz;9660
2814804002;Torrejón de Ardoz;9195
2814804003;Torrejón de Ardoz;12841
2814804004;Torrejón de Ardoz;10605
2814804005;Torrejón de Ardoz;9591
2814804006;Torrejón de Ardoz;9869
2814804007;Torrejón de Ardoz;7318
2814804008;Torrejón de Ardoz;11484
2814804009;Torrejón de Ardoz;7101
2814804010;Torrejón de Ardoz;11222
2814804011;Torrejón de Ardoz;10613
2814804012;Torrejón de Ardoz;8499
2814804013;Torrejón de Ardoz;10659
2814804014;Torrejón de Ardoz;8263
2814804015;Torrejón de Ardoz;8678
2814804016;Torrejón de Ardoz;8873
2814804017;Torrejón de Ardoz;7078
2814804018;Torrejón de Ardoz;11239
2814804019;Torrejón de Ardoz;12296
2814901001;Torrejón de la Calzada;11996
2814901002;Torrejón de la Calzada;12782
2814901003;Torrejón de la Calzada;10985
2814901004;Torrejón de la Calzada;10733
2814901005;Torrejón de la Calzada;11466
2815001001;Torrejón de Velasco;10284
2815001002;Torrejón de Velasco;11297
2815001003;Torrejón de Velasco;10981
2815101001;Torrelaguna;10426
2815102001;Torrelaguna;10551
2815102002;Torrelaguna;11451
2815201001;Torrelodones;13653
2815201002;Torrelodones;18213
2815201003;Torrelodones;22257
2815201004;Torrelodones;15238
2815201005;Torrelodones;20575
2815201006;Torrelodones;20178
2815201007;Torrelodones;17309
2815201008;Torrelodones;19788
2815201009;Torrelodones;22392
2815201010;Torrelodones;18539
2815301001;Torremocha de Jarama;13290
2815401001;Torres de la Alameda;10392
2815401002;Torres de la Alameda;9916
2815401003;Torres de la Alameda;10950
2815401004;Torres de la Alameda;10272
2890301001;Tres Cantos;16947
2890301002;Tres Cantos;17950
2890301003;Tres Cantos;16010
2890301004;Tres Cantos;17177
2890301005;Tres Cantos;17722
2890301006;Tres Cantos;16182
2890301007;Tres Cantos;21436
2890301008;Tres Cantos;16360
2890301009;Tres Cantos;22946
2890301010;Tres Cantos;18313
2890301011;Tres Cantos;19281
2890301012;Tres Cantos;21798
2890301013;Tres Cantos;25315
2890301014;Tres Cantos;17080
2890301015;Tres Cantos;17823
2890301016;Tres Cantos;16651
2890301017;Tres Cantos;18631
2890301018;Tres Cantos;15801
2890301019;Tres Cantos;17144
2890301020;Tres Cantos;19254
2890301021;Tres Cantos;24554
2890301022;Tres Cantos;17429
2890301023;Tres Cantos;18754
2890301024;Tres Cantos;15967
2890301025;Tres Cantos;14989
2815501001;Valdaracete;9782
2815601001;Valdeavero;11147
2815701001;Valdelaguna;9732
2815801001;Valdemanco;11175
2815901001;Valdemaqueda;9381
2816001001;Valdemorillo;9390
2816001002;Valdemorillo;12502
2816001003;Valdemorillo;15240
2816001004;Valdemorillo;15566
2816001005;Valdemorillo;12707
2816101001;Valdemoro;11110
2816101002;Valdemoro;9398
2816101003;Valdemoro;10352
2816101004;Valdemoro;9549
2816101005;Valdemoro;9886
2816101006;Valdemoro;10004
2816101007;Valdemoro;11272
2816101008;Valdemoro;12507
2816101009;Valdemoro;10079
2816101010;Valdemoro;12598
2816101011;Valdemoro;11898
2816101012;Valdemoro;11065
2816101013;Valdemoro;10987
2816101014;Valdemoro;12431
2816101015;Valdemoro;13205
2816101016;Valdemoro;12836
2816101017;Valdemoro;10618
2816101018;Valdemoro;13565
2816101019;Valdemoro;11344
2816101020;Valdemoro;13829
2816101021;Valdemoro;13058
2816101022;Valdemoro;12816
2816101023;Valdemoro;12913
2816101024;Valdemoro;11697
2816101025;Valdemoro;12981
2816102001;Valdemoro;9423
2816102002;Valdemoro;10442
2816102003;Valdemoro;10301
2816102004;Valdemoro;10938
2816102005;Valdemoro;10473
2816102006;Valdemoro;11053
2816102007;Valdemoro;10245
2816102008;Valdemoro;10663
2816102009;Valdemoro;11294
2816102010;Valdemoro;12778
2816102011;Valdemoro;12522
2816102012;Valdemoro;12896
2816102013;Valdemoro;12947
2816102014;Valdemoro;13340
2816102015;Valdemoro;11046
2816201001;Valdeolmos-Alalpardo;12289
2816201002;Valdeolmos-Alalpardo;21163
2816301001;Valdepiélagos;10812
2816401001;Valdetorres de Jarama;10258
2816401002;Valdetorres de Jarama;12856
2816501001;Valdilecha;9433
2816601001;Valverde de Alcalá;12154
2816701001;Velilla de San Antonio;9718
2816701002;Velilla de San Antonio;13935
2816701003;Velilla de San Antonio;10678
2816701004;Velilla de San Antonio;13129
2816701005;Velilla de San Antonio;9858
2816701006;Velilla de San Antonio;11589
2816801001;Vellón, El;10646
2816901001;Venturada;17907
2817101001;Villa del Prado;9883
2817101002;Villa del Prado;8369
2817101003;Villa del Prado;9062
2817101004;Villa del Prado;9778
2817001001;Villaconejos;8714
2817001002;Villaconejos;8434
2817201001;Villalbilla;10639
2817201002;Villalbilla;12933
2817201003;Villalbilla;19564
2817201004;Villalbilla;20427
2817201005;Villalbilla;12613
2817201006;Villalbilla;14392
2817301001;Villamanrique de Tajo;9046
2817401001;Villamanta;10244
2817501001;Villamantilla;10938
2817601001;Villanueva de la Cañada;14393
2817601002;Villanueva de la Cañada;28855
2817601003;Villanueva de la Cañada;18160
2817601004;Villanueva de la Cañada;18987
2817601005;Villanueva de la Cañada;14105
2817601006;Villanueva de la Cañada;11345
2817601007;Villanueva de la Cañada;14015
2817601008;Villanueva de la Cañada;15479
2817801001;Villanueva de Perales;11252
2817701001;Villanueva del Pardillo;12556
2817701002;Villanueva del Pardillo;11486
2817701003;Villanueva del Pardillo;13417
2817701004;Villanueva del Pardillo;12869
2817701005;Villanueva del Pardillo;15450
2817701006;Villanueva del Pardillo;14418
2817701007;Villanueva del Pardillo;19045
2817701008;Villanueva del Pardillo;15160
2817901001;Villar del Olmo;12031
2818001001;Villarejo de Salvanés;10433
2818001002;Villarejo de Salvanés;8452
2818001003;Villarejo de Salvanés;9648
2818001004;Villarejo de Salvanés;9515
2818001005;Villarejo de Salvanés;10508
2818101001;Villaviciosa de Odón;13565
2818101002;Villaviciosa de Odón;13697
2818101003;Villaviciosa de Odón;19972
2818101004;Villaviciosa de Odón;9702
2818101005;Villaviciosa de Odón;22141
2818101006;Villaviciosa de Odón;15397
2818101007;Villaviciosa de Odón;15829
2818101008;Villaviciosa de Odón;14946
2818101009;Villaviciosa de Odón;19043
2818101010;Villaviciosa de Odón;21215
2818101011;Villaviciosa de Odón;15722
2818101012;Villaviciosa de Odón;20422
2818101013;Villaviciosa de Odón;15707
2818101014;Villaviciosa de Odón;18642
2818101015;Villaviciosa de Odón;20439
2818101016;Villaviciosa de Odón;16232
2818201001;Villavieja del Lozoya;11983
2818301001;Zarzalejo;9439
